"target" "location" "forecast_date" "target_end_date" "quantile" "value" "type" "model_type"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.01 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.025 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.05 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.1 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.15 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.2 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.25 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.3 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.35 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.4 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.45 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.5 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.55 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.6 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.65 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.7 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.75 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.8 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.85 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.9 2 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.95 2.05 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-04-08 2024-04-09 0.975 3.52499999999999 "quantile" "site-level infection dynamics"
