"target" "location" "forecast_date" "target_end_date" "quantile" "value" "type" "model_type"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.01 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.025 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.05 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.1 2 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.15 2.85 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.2 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.25 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.3 3.7 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.35 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.4 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.45 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.5 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.55 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.6 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.65 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.7 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.75 7 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.8 7 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.85 8 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.9 8.10000000000001 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.95 9.05 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-18 2024-03-19 0.975 10 "quantile" "site-level infection dynamics"
