"target" "location" "forecast_date" "target_end_date" "quantile" "value" "type" "model_type"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.01 0.99 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.025 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.05 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.1 2 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.15 2 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.2 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.25 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.3 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.35 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.4 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.45 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.5 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.55 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.6 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.65 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.7 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.75 7 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.8 7 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.85 8 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.9 8 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.95 10.05 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.975 12 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-04 2024-03-05 0.99 12 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-04 2024-03-06 0.01 1 "quantile" "site-level infection dynamics"
