"target" "location" "forecast_date" "target_end_date" "quantile" "value" "type" "model_type"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.01 0 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.025 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.05 1 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.1 1.9 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.15 2 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.2 2 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.25 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.3 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.35 3 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.4 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.45 4 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.5 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.55 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.6 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.65 5 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.7 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.75 6 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.8 7 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.85 8 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.9 9 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.95 10 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.975 10.525 "quantile" "site-level infection dynamics"
"1 day ahead inc hosp" "02" 2024-03-11 2024-03-12 0.99 12.08 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.01 0.99 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.025 1 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.05 2 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.1 3 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.15 3 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.2 4 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.25 4 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.3 4 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.35 4.65000000000001 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.4 5 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.45 5 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.5 5 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.55 6 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.6 6 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.65 7 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.7 7 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.75 8 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.8 8 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.85 9 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.9 10 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.95 11 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.975 13.525 "quantile" "site-level infection dynamics"
"2 day ahead inc hosp" "02" 2024-03-11 2024-03-13 0.99 15.02 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.01 0 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.025 0 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.05 0 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.1 1 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.15 1.85 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.2 2 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.25 2 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.3 3 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.35 3 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.4 3 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.45 3 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.5 4 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.55 4 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.6 4 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.65 5 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.7 5 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.75 6 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.8 6 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.85 7 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.9 8 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.95 11 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.975 12 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-03-11 2024-03-14 0.99 13.01 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.01 0 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.025 1 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.05 1 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.1 1.9 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.15 2 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.2 2 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.25 2.75 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.3 3 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.35 3 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.4 3 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.45 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.5 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.55 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.6 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.65 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.7 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.75 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.8 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.85 7 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.9 7 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.95 8 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.975 9 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-03-11 2024-03-15 0.99 14.06 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.01 0 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.025 0 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.05 0 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.1 1 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.15 1 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.2 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.25 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.3 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.35 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.4 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.45 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.5 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.55 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.6 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.65 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.7 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.75 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.8 6 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.85 6 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.9 7 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.95 10 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.975 10.525 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-03-11 2024-03-16 0.99 11.03 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.01 1 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.025 1.475 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.05 2 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.1 2.9 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.15 3 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.2 3 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.25 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.3 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.35 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.4 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.45 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.5 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-03-11 2024-03-17 0.55 5.45 "quantile" "site-level infection dynamics"
